Concentración ingrediente activo (%),ID_Articulo,Tipo_Articulo,Tienda_Local,Año_Establecimiento,ID_Tienda,Ubicación_Tienda,Tamaño_Tienda,Tipo_Tienda,Visibilidad_Articulo,Peso_articulo,Ventas,Calificacion,Nombre_Producto,Precio_soles
2.55,FDX16331,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.06666107,120,278,1.8,jabón de copaiba y árbol del te 120 g,13
1.8,FDX43926,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04513059,10,441,3.9,aceite de copaiba 10 ml,12
4.73,FDX58623,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06100881,120,471,3.2,jabón de copaiba y árbol del te 120 g,13
1.09,FDX36709,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09736553,10,115,1.4,óleo aromático de árbol del te 10 ml,20
0.78,FDX78283,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06310841,10,166,4.6,óleo aromático de lavanda 10 ml,20
0.58,FDX12203,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05484922,120,120,1.0,jabón de caléndula 120 g,13
1.75,FDX76723,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02903251,10,153,3.0,óleo aromático de palo santo 10 ml,20
4.12,FDX63424,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.05057162,1,308,4.2,kombucha de muña 1 L,14
3.69,FDX59738,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09376372,30,194,1.7,aceite de pepita de uva 30 ml,22
1.51,FDX51232,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06825884,16,367,2.6,incienso de palo santo,12
2.14,FDX14290,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06344689,50,302,1.3,tónico de romero 50 ml,15
1.38,FDX16677,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0551963,14,144,1.8,sahumerio de plantas medicinales,10
4.38,FDX89056,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03561048,30,277,2.3,aceite de manzanilla 30 ml,30
3.79,FDX51423,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07082119,20,70,2.3,bálsamo amazónico de noche 20 g,20
2.37,FDX12808,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02028899,330,422,4.1,kombucha de maracuyá 330 ml,7
0.6,FDX46681,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.071761,10,119,3.4,óleo aromático de palo rosa 10 ml,25
1.77,FDX98456,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0947283,1,281,4.6,kéfir de agua de manzana 1 L,14
4.76,FDX22926,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03528437,1,333,2.9,kombucha de kión 1 L,14
4.53,FDX10925,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01617409,120,201,2.6,jabón de arcilla verde 120 g,13
4.64,FDX44187,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02234955,10,476,2.4,óleo aromático de hierba luisa 10 ml,15
3.43,FDX91583,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05906562,100,485,1.1,aceite de jojoba 100 ml,40
4.74,FDX66902,cabello,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0765596,50,284,2.3,shampoo sólido de sangre de grado 50 g,28
4.01,FDX80975,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.03913446,10,184,3.1,óleo aromático de muña 10 ml,15
0.8,FDX23901,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06146554,1,444,4.7,kombucha de kión con espirulina 1 L,14
2.45,FDX46821,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.06237643,1,441,3.2,kombucha de jamaica 1 L,14
3.43,FDX17313,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.07960178,30,276,3.8,aceite de jojoba 30 ml,20
1.58,FDX52294,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02809751,10,448,4.8,óleo aromático de palo santo 10 ml,20
4.99,FDX98260,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.04970292,10,185,2.7,óleo aromático de palo santo 10 ml,20
0.67,FDX70483,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.08055211,120,318,2.7,jabón de arcilla verde 120 g,13
1.1,FDX30325,otros,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06474781,75,77,2.0,repelente de hierba luisa 75 ml,16
0.97,FDX22996,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.07985049,10,214,4.5,óleo aromático de eucalipto 10 ml,15
4.29,FDX21091,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09998246,50,110,4.0,tónico de romero 50 ml,15
4.49,FDX50409,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05901149,100,484,2.4,aceite de almendras 100 ml,40
2.9,FDX35757,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0436838,1,480,4.4,kéfir de agua de manzana 1 L,14
3.96,FDX13846,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06044124,10,472,4.8,óleo aromático de matico 10 ml,15
1.57,FDX45885,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.05921802,120,244,3.6,jabón de caléndula 120 g,13
0.73,FDX47429,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.04568279,50,411,4.5,tónico egipcio 50 ml,20
4.64,FDX22202,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.07685118,10,415,2.0,óleo aromático de palo santo 10 ml,20
4.81,FDX70848,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01607994,10,274,5.0,óleo aromático de palo rosa 10 ml,25
0.78,FDX71978,otros,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.08472091,75,240,1.8,repelente de hierba luisa 75 ml,16
1.32,FDX37281,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01932374,90,435,4.5,jabón saponificado de cacao 90 g,13
3.44,FDX72239,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03081132,78,264,2.6,pulsera de palo santo,15
3.77,FDX93017,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06481735,10,122,1.9,óleo aromático de lavanda 10 ml,20
4.45,FDX97826,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.05811936,3,138,3.8,3 piezas de madera de palo santo,8
1.35,FDX28722,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.06243408,90,358,2.9,jabón saponificado de eucalipto 90 g,13
3.95,FDX93845,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.08832961,30,242,3.2,aceite de almendras 30 ml,20
2.62,FDX36691,cabello,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.02260353,50,66,4.5,shampoo sólido de sangre de grado 50 g,28
0.56,FDX60054,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01828724,30,468,1.8,aceite de jojoba 30 ml,20
3.89,FDX17712,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.06559665,1,432,2.5,kombucha de kión con espirulina 1 L,14
2.76,FDX68676,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.06529792,30,335,2.4,aceite de almendras 30 ml,20
1.31,FDX86433,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.01691645,10,420,4.5,óleo aromático de árbol del te 10 ml,20
1.04,FDX31331,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02903417,1,323,4.2,kéfir de agua de manzana 1 L,14
3.18,FDX94886,otros,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06755216,75,117,3.6,repelente de hierba luisa 75 ml,16
1.12,FDX84783,probioticos,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09601018,1,132,3.7,kombucha de maracuyá 1 L,14
4.97,FDX98364,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.02677649,1,25,4.2,kombucha de jamaica 1 L,14
2.87,FDX40875,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05271812,1,112,1.6,kombucha de muña 1 L,14
2.68,FDX51835,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.01076374,14,85,4.7,mascarilla de carbón activado 14 g,10
4.52,FDX96900,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.03869896,20,212,3.3,bálsamo amazónico de noche 20 g,20
2.81,FDX93453,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.02721639,14,368,3.6,mascarilla de carbón activado 14 g,10
1.43,FDX31703,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.07681428,90,352,4.9,jabón saponificado de eucalipto 90 g,13
0.63,FDX40825,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.068593,10,53,1.1,óleo aromático de romero 10 ml,15
1.71,FDX67290,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.08109834,30,188,4.9,aceite de aguaje 30 ml,30
0.87,FDX34967,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.09995132,10,452,1.1,óleo aromático de molle 10 ml,15
1.01,FDX58709,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.06369753,10,169,4.8,óleo aromático de naranja dulce 10 ml,15
2.77,FDX65214,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.04872057,1,272,3.4,kombucha de muña 1 L,14
2.0,FDX99758,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.03836889,20,413,2.8,bálsamo amazónico de noche 20 g,20
1.84,FDX82082,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0142615,30,323,4.5,aceite de jojoba 30 ml,20
1.26,FDX28595,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05342248,1,38,2.2,kéfir de agua de manzana 1 L,14
3.71,FDX28639,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03440982,30,388,3.1,aceite de almendras 30 ml,20
1.29,FDX28706,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.05692007,30,441,1.0,aceite de pepita de uva 30 ml,22
3.96,FDX37924,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.01661002,30,413,2.3,aceite de jojoba 30 ml,20
4.03,FDX50834,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08362988,54,35,3.4,pulsera de palo santo,15
0.58,FDX58106,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0272778,100,442,1.6,aceite de almendras 100 ml,40
4.98,FDX90882,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.02205988,90,344,1.5,jabón saponificado de cacao 90 g,13
4.36,FDX75020,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.03547688,10,141,3.2,óleo aromático de lavanda 10 ml,20
1.69,FDX53069,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.04652917,10,8,4.8,óleo aromático de árbol del te 10 ml,20
0.71,FDX35165,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.04139759,1,28,3.2,kombucha de kión con espirulina 1 L,14
3.29,FDX25412,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.04501282,50,231,1.4,tónico egipcio 50 ml,20
4.91,FDX66389,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.04947928,50,68,4.6,tónico egipcio 50 ml,20
4.6,FDX98590,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.02402743,50,62,1.3,agua de rosas 50 ml,15
2.13,FDX96195,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01298689,1,421,3.3,kombucha de muña 1 L,14
3.25,FDX90225,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0703661,10,142,1.7,óleo aromático de hierba luisa 10 ml,15
3.39,FDX37182,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05490829,10,467,3.3,óleo aromático de matico 10 ml,15
1.84,FDX54957,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01664458,10,170,1.9,óleo aromático de árbol del te 10 ml,20
2.28,FDX67557,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.04259339,10,437,1.9,óleo aromático de palo rosa 10 ml,25
2.33,FDX14574,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.04210939,1,456,4.9,kombucha de kión con espirulina 1 L,14
4.64,FDX63642,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05856826,50,45,4.0,agua de rosas 50 ml,15
4.51,FDX99928,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04099302,100,276,4.3,aceite de jojoba 100 ml,40
3.61,FDX81310,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.08070416,10,284,1.3,aceite de copaiba 10 ml,12
2.07,FDX77224,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.03865882,120,355,1.9,jabón de copaiba y árbol del te 120 g,13
3.44,FDX48852,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.05927396,100,239,4.7,aceite de jojoba 100 ml,40
0.8,FDX62380,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05882979,44,110,3.1,incienso de palo santo,12
1.8,FDX48723,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.01194754,90,160,2.5,jabón saponificado de eucalipto 90 g,13
2.68,FDX30080,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07715355,10,112,1.9,óleo aromático de lavanda 10 ml,20
4.91,FDX14486,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05918202,10,139,4.9,óleo aromático de palo rosa 10 ml,25
4.72,FDX91238,rostro,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07292739,50,445,2.3,agua de rosas 50 ml,15
0.57,FDX67326,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.04197732,10,182,3.8,óleo aromático de matico 10 ml,15
1.73,FDX48377,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.07478473,14,247,1.1,mascarilla de carbón activado 14 g,10
1.52,FDX32593,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05056004,30,297,3.0,aceite de almendras 30 ml,20
4.63,FDX90223,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.09812588,10,37,3.4,óleo aromático de hierba luisa 10 ml,15
2.81,FDX89766,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.014432,330,312,3.3,kombucha de maracuyá 330 ml,7
0.55,FDX87294,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.0506141,100,237,4.1,aceite de jojoba 100 ml,40
2.63,FDX86519,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.07114229,120,334,4.3,jabón de caléndula 120 g,13
2.29,FDX77986,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07482918,10,322,1.9,óleo aromático de palo santo 10 ml,20
3.68,FDX42632,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07418478,10,8,4.8,óleo aromático de lavanda 10 ml,20
3.73,FDX79269,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05199336,3,484,3.5,3 piezas de madera de palo santo,8
1.81,FDX87585,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.09282441,10,268,1.9,óleo aromático de molle 10 ml,15
2.88,FDX13477,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0294843,10,322,1.6,óleo aromático de árbol del te 10 ml,20
3.44,FDX17163,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03255142,10,390,4.4,óleo aromático de lavanda 10 ml,20
2.1,FDX26006,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06011336,10,20,3.2,óleo aromático de lavanda 10 ml,20
2.06,FDX19102,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.04605304,120,376,1.5,jabón de aguaje 120 g,13
4.06,FDX76865,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.0500861,48,115,3.5,incienso de palo santo,12
0.81,FDX33459,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09208539,10,397,3.5,óleo aromático de eucalipto 10 ml,15
3.76,FDX40568,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04526374,120,271,4.2,jabón de sangre de grado 120 g,13
3.65,FDX22344,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.05232971,1,173,1.6,kombucha de kión 1 L,14
4.23,FDX48526,cuidado corporal,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.04066871,120,373,4.8,jabón de arcilla verde 120 g,13
0.55,FDX62383,cuidado corporal,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.0994393,120,167,5.0,jabón de sangre de grado 120 g,13
4.4,FDX84072,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.03053102,50,3,3.8,tónico de romero 50 ml,15
2.2,FDX49958,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.08104672,120,12,3.6,jabón de caléndula 120 g,13
3.25,FDX85535,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.08528013,330,179,3.3,kombucha de jamaica 330 ml,7
0.81,FDX20677,rostro,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.02657624,14,306,3.9,mascarilla de carbón activado 14 g,10
4.79,FDX76097,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0180353,1,433,3.5,kombucha de kión 1 L,14
1.32,FDX22987,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.01695446,30,318,4.7,aceite de jojoba 30 ml,20
3.68,FDX57582,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.05974386,120,491,3.5,jabón de sangre de grado 120 g,13
0.62,FDX91204,cuidado corporal,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.04834507,90,94,4.8,jabón saponificado de manzanilla 90 g,13
4.72,FDX25964,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.06829402,10,395,2.5,óleo aromático de palo rosa 10 ml,25
4.4,FDX81255,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.08003131,10,152,3.6,óleo aromático de lavanda 10 ml,20
3.61,FDX90539,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01512532,10,216,4.3,óleo aromático de eucalipto 10 ml,15
0.53,FDX41419,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.07371825,62,337,4.6,sahumerio de plantas medicinales,10
1.53,FDX34689,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.07388444,10,274,4.9,óleo aromático de molle 10 ml,15
4.05,FDX91171,otros,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.01839204,75,129,1.8,repelente de hierba luisa 75 ml,16
2.96,FDX70678,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.05813363,31,201,2.7,incienso de palo santo,12
3.85,FDX54700,cabello,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09500363,50,21,2.0,shampoo sólido de sangre de grado 50 g,28
2.71,FDX71836,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.07900052,30,462,1.3,aceite de jojoba 30 ml,20
4.12,FDX15136,aromaterapia,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.09070762,100,182,4.2,aceite de jojoba 100 ml,40
1.87,FDX61188,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02678696,10,440,2.1,óleo aromático de hierba luisa 10 ml,15
2.82,FDX94376,cabello,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.09589198,50,461,2.8,shampoo sólido de sangre de grado 50 g,28
2.5,FDX90908,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.02502765,30,448,1.4,aceite de aguaje 30 ml,30
0.72,FDX23691,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07761766,10,297,4.6,óleo aromático de palo rosa 10 ml,25
3.35,FDX90598,rostro,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0359966,50,212,2.8,tónico de romero 50 ml,15
0.56,FDX39739,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.06911146,30,226,2.5,aceite de pepita de uva 30 ml,22
3.27,FDX10530,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.0361971,98,0,3.3,pulsera de palo santo,15
2.58,FDX27330,probioticos,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.09699535,330,489,1.3,kéfir de agua de manzana 330 ml,7
1.45,FDX61127,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.02174693,54,472,2.9,incienso de palo santo,12
1.72,FDX77752,probioticos,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.09976296,1,337,2.2,kombucha de maracuyá 1 L,14
3.66,FDX80345,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.04855082,50,56,2.7,tónico egipcio 50 ml,20
4.12,FDX24244,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05277733,30,268,3.4,aceite de pepita de uva 30 ml,22
4.48,FDX45895,cuidado corporal,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.04304028,90,451,2.9,jabón saponificado de manzanilla 90 g,13
3.55,FDX95261,rostro,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.08749496,25,227,3.5,exfoliante de rostro con arroz amazónico 25 g,12
2.32,FDX27910,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05144582,10,495,3.7,óleo aromático de palo rosa 10 ml,25
2.93,FDX33154,aromaterapia,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.08283213,10,209,3.6,óleo aromático de naranja dulce 10 ml,15
0.62,FDX59284,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07918813,10,294,2.0,óleo aromático de eucalipto 10 ml,15
0.69,FDX80390,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.09848461,10,348,2.4,óleo aromático de naranja dulce 10 ml,15
0.99,FDX58536,cuidado corporal,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.07253984,90,83,3.1,jabón saponificado de manzanilla 90 g,13
3.3,FDX60374,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.01498517,10,306,2.6,óleo aromático de palo santo 10 ml,20
2.87,FDX40615,aromaterapia,ForestLife,2010,OUT001,TIER 1,PEQUEÑA,STAND,0.0990797,10,391,3.3,óleo aromático de matico 10 ml,15
1.94,FDX98047,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.02811278,30,442,1.0,aceite de jojoba 30 ml,20
4.69,FDX82631,otros,VerdeAndino,2020,OUT005,TIER 2,PEQUEÑA,STAND,0.03604403,75,183,4.6,repelente de hierba luisa 75 ml,16
1.71,FDX45287,aromaterapia,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01748743,10,10,3.3,óleo aromático de molle 10 ml,15
3.68,FDX35463,aromaterapia,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.05464296,68,370,1.5,incienso de palo santo,12
0.63,FDX13217,rostro,NaturaWood,2015,OUT002,TIER 2,MEDIANA,TIENDA_INDEPENDIENTE,0.0489235,50,384,4.8,tónico de romero 50 ml,15
2.58,FDX26263,probioticos,Biossellos,2005,OUT003,TIER 1,GRANDE,SUPERMERCADO,0.01702939,1,72,1.1,kombucha de jamaica 1 L,14
0.5,FDX86935,probioticos,EcoRaíces,2018,OUT004,TIER 3,MEDIANA,MERCADO,0.0130909,1,16,4.0,kombucha de kión 1 L,14
